session_date,season_id,player_id,プレイヤー,リーグ,収支,bb_size,ハンド数,VPIP,VPIP_hands,PFR,PFR_hands,3bet,3bet_hands,Fold to 3bet,Fold to 3bet_hands,CB,CB_hands,WTSD,WTSD_hands,W$SD,W$SD_hands
20260223,1,Lx-JfyAGSv,Sky,C,-1855,20,38,36.84,38,23.68,38,21.43,14,0.0,0,42.86,7,45.45,11,20.0,5
20260223,1,XaClitYV1x,らねおか,C,+480,20,22,22.73,22,22.73,22,12.5,8,100.0,1,100.0,3,0.0,3,0.0,0
20260223,1,NnZvVXUwZ4,A.,C,-2000,20,2,50.0,2,50.0,2,0.0,0,0.0,1,0.0,0,0.0,1,0.0,0
20260302,1,yEOnuJcBZo,Rabbit900,C,+12232,20,663,37.1,663,27.15,663,17.37,236,64.52,31,50.85,59,35.85,106,65.79,38
20260302,1,yokMVzYG_q,AontheRiver,C,+3577,20,571,36.43,571,26.44,571,10.87,230,86.49,37,61.22,49,30.53,95,51.72,29
20260302,1,j_3joKfzS9,takatony,C,+3660,20,495,28.69,495,17.78,495,9.31,204,63.64,11,62.5,32,36.36,77,60.71,28
20260302,1,X2HiN5-cFQ,ゴン02（江戸犬）,C,+3030,20,454,25.99,454,18.5,454,7.85,191,52.94,17,76.0,25,32.69,52,52.94,17
20260302,1,3liBhfdN10,揚げもち,C,+3829,20,443,24.15,443,18.51,443,6.36,173,78.57,14,58.33,24,41.86,43,66.67,18
20260302,1,cCFXQyltQ-,engawa,C,-4441,20,402,35.32,402,21.95,401,12.43,185,19.05,21,55.17,29,25.88,85,50.0,22
20260302,1,O1ujh7Dkxd,shunta,C,-1616,20,373,23.86,373,14.48,373,5.33,150,60.0,10,35.29,17,38.64,44,52.94,17
20260302,1,WeOKnoOueQ,HINANO,C,+2734,20,358,41.9,358,29.61,358,12.23,139,61.9,21,58.97,39,35.14,74,50.0,26
20260302,1,YkRLv6Nf7r,27,C,-2586,20,287,35.54,287,28.22,287,14.96,127,28.57,14,54.76,42,37.1,62,47.83,23
20260302,1,DZezvMNAJy,Noram,C,+137,20,280,29.29,280,20.36,280,6.54,107,63.64,11,50.0,22,36.59,41,46.67,15
20260302,1,Oc04ITRF7i,waho,C,+7,20,265,25.66,265,17.74,265,8.16,98,85.71,7,40.0,15,31.03,29,44.44,9
20260302,1,tqB-r6hdq9,shunsuke11,C,-2645,20,256,29.3,256,19.53,256,14.16,113,57.14,7,50.0,18,33.33,33,36.36,11
20260302,1,9W903vxPw_,そふとくりーむ,C,-3980,20,250,27.2,250,18.0,250,8.0,100,55.56,9,50.0,14,30.3,33,70.0,10
20260302,1,b7sgMo_M-5,konasho,C,-954,20,248,33.06,248,20.16,248,10.59,85,63.16,19,47.37,19,37.5,40,53.33,15
20260302,1,vdNIJNJGUU,すとふぁ,C,-4837,20,245,24.9,245,17.55,245,8.93,112,44.44,9,64.71,17,48.57,35,47.06,17
20260302,1,r1CBe6Qe79,なんでやねん,C,-720,20,235,24.26,235,17.87,235,11.11,90,50.0,6,60.0,15,41.94,31,61.54,13
20260302,1,k5rEzFp2MR,arash!,C,+370,20,221,28.96,221,19.91,221,17.58,91,71.43,7,57.14,21,36.11,36,46.15,13
20260302,1,26v7hSw7Sn,わた,C,-6480,20,210,54.29,210,34.29,210,20.41,98,50.0,10,52.63,38,33.33,81,44.44,27
20260302,1,5v7PwEvIAz,Kay,C,-676,20,202,29.7,202,23.27,202,16.05,81,50.0,6,64.71,17,29.63,27,37.5,8
20260302,1,TkMT4agdsh,alfort,C,-352,20,202,29.21,202,20.3,202,8.33,72,20.0,5,25.0,12,33.33,33,63.64,11
20260302,1,nPiUhQEVMi,かいる,C,-606,20,190,21.05,190,14.74,190,11.9,84,75.0,4,42.86,7,37.5,16,16.67,6
20260302,1,-qEZ1CRvSu,miki,C,+1793,20,189,30.69,189,22.75,189,16.0,75,40.0,5,50.0,16,14.29,28,50.0,4
20260302,1,Bvxa5VV39S,piro,C,-3517,20,183,28.42,183,19.13,183,10.39,77,33.33,6,50.0,14,40.0,30,50.0,12
20260302,1,Oo-rx1G24B,GIL RAIM,C,-2038,20,182,29.67,182,19.78,182,4.48,67,55.56,9,70.0,10,36.36,22,75.0,8
20260302,1,bqEtnO6wX9,つー,C,-727,20,171,33.33,171,21.05,171,8.06,62,62.5,8,50.0,12,33.33,27,66.67,9
20260302,1,EI0h9NvLRP,いっせ,C,+5526,20,169,45.56,169,30.18,169,13.43,67,40.0,10,45.0,20,43.14,51,59.09,22
20260302,1,ZzPjBrJeSm,roi,C,-3906,20,168,45.24,168,20.24,168,9.86,71,42.86,7,71.43,7,46.94,49,52.17,23
20260302,1,WtIP2AbI23,ノガード,C,+1633,20,165,30.3,165,22.42,165,12.33,73,71.43,7,69.23,13,39.13,23,66.67,9
20260302,1,Q0mo0HjOtt,Shingo,C,+3085,20,152,27.63,152,21.05,152,5.36,56,83.33,6,22.22,9,35.29,17,50.0,6
20260302,1,Yg9-tEe5QH,cymx2724,C,-1309,20,150,24.0,150,14.0,150,10.91,55,57.14,7,42.86,7,5.56,18,100.0,1
20260302,1,hig4fvwo_m,とーち,C,-659,20,146,35.62,146,24.66,146,11.11,54,71.43,7,80.0,15,25.0,28,28.57,7
20260302,1,WjqaCs8A5o,ばどえあー,C,-168,20,134,31.34,134,26.87,134,10.91,55,80.0,5,45.45,11,50.0,16,50.0,8
20260302,1,QK8nAFN9E2,カイン,C,+1636,20,134,35.82,134,19.4,134,4.65,43,25.0,8,60.0,5,45.0,20,88.89,9
20260302,1,kVKTrcl3ld,Futa,C,-2351,20,132,23.48,132,12.88,132,4.26,47,66.67,3,50.0,6,53.33,15,50.0,8
20260302,1,SrJdWlcNBY,RYOTA,C,+3,20,129,38.76,129,24.03,129,7.84,51,100.0,5,27.27,11,28.57,21,50.0,6
20260302,1,byYrvu0Qdy,ElNino,C,+596,20,128,34.38,128,24.22,128,14.58,48,50.0,6,84.62,13,45.45,22,50.0,10
20260302,1,m6qcHTxJhX,siruneko,C,-1426,20,128,27.34,128,22.66,128,17.02,47,50.0,4,45.45,11,31.25,16,40.0,5
20260302,1,UHNPbgw1ue,okbokujo,C,-1356,20,121,40.5,121,19.01,121,6.0,50,57.14,7,50.0,10,37.84,37,78.57,14
20260302,1,fyjEJaUFUd,をにぎり,C,+618,20,119,39.5,119,22.69,119,7.84,51,44.44,9,55.56,9,37.14,35,30.77,13
20260302,1,Kyu60mEERY,Sabosuke,C,-1062,20,117,19.66,117,16.24,117,5.56,54,33.33,6,50.0,8,21.43,14,33.33,3
20260302,1,Xa_1dhYEV4,Lemon,C,+3105,20,117,20.51,117,10.26,117,0.0,54,0.0,2,14.29,7,41.18,17,100.0,7
20260302,1,5E5VYl6oOU,ねくと,C,+795,20,114,26.32,114,20.18,114,11.63,43,28.57,7,71.43,7,25.0,16,75.0,4
20260302,1,nBDoNSY8n2,MIU,C,+2462,20,113,29.2,113,16.81,113,10.42,48,66.67,3,80.0,5,31.58,19,83.33,6
20260302,1,XqrTiXnRSu,APO,C,-2550,20,109,48.62,109,24.77,109,10.64,47,28.57,7,58.33,12,38.89,36,28.57,14
20260302,1,rhUBwDuHCf,konishi,C,+1667,20,105,34.29,105,24.76,105,16.67,36,0.0,2,44.44,9,38.89,18,71.43,7
20260302,1,uNHIhLxU5W,ゆっきーな,C,+111,20,101,25.74,101,19.8,101,3.23,31,40.0,5,28.57,7,40.0,15,66.67,6
20260302,1,vVo9VdBVBm,するたん,C,+4656,20,99,35.35,99,20.2,99,9.76,41,50.0,2,33.33,9,35.0,20,85.71,7
20260302,1,WCz-o4BU-5,dots,C,-2340,20,98,22.45,98,11.22,98,6.45,31,100.0,2,80.0,5,15.38,13,50.0,2
20260302,1,mXg0a8r7as,Fuku,C,+589,20,92,29.35,92,16.3,92,13.89,36,33.33,3,62.5,8,28.57,14,25.0,4
20260302,1,afwX5VdcTj,はやと,C,-1040,20,83,20.48,83,12.05,83,6.06,33,100.0,3,0.0,2,16.67,6,100.0,1
20260302,1,0QyEE5Hc9o,常盤木いつき,C,-249,20,83,19.28,83,10.84,83,8.11,37,100.0,3,100.0,1,25.0,4,100.0,1
20260302,1,yOGROR9-hE,ワイエム,C,-1738,20,81,50.62,81,24.69,81,0.0,30,0.0,6,0.0,7,37.93,29,45.45,11
20260302,1,-R7k1ogPyi,SHINJI1223,C,-1374,20,77,36.36,77,24.68,77,8.57,35,50.0,4,57.14,7,37.5,16,33.33,6
20260302,1,DXrWVNkdav,TNT,C,-278,20,76,31.58,76,21.05,76,7.69,26,0.0,0,42.86,7,53.85,13,28.57,7
20260302,1,zz83sIdu2k,りく,C,-2447,20,73,43.84,73,36.99,73,24.14,29,60.0,5,77.78,9,43.75,16,42.86,7
20260302,1,wO4Vw2dQ8t,イナズマKすけ,C,-1128,20,60,35.0,60,23.33,60,20.0,20,100.0,1,40.0,10,41.67,12,20.0,5
20260302,1,-WgKDrZMvL,mo',C,+971,20,56,23.21,56,17.86,56,11.54,26,50.0,4,60.0,5,55.56,9,80.0,5
20260302,1,4WtCZIPG2x,タナカ,C,+1066,20,52,30.77,52,21.15,52,20.0,15,100.0,1,100.0,4,42.86,7,66.67,3
20260302,1,QWB-qkCzDu,Testes,C,+705,20,46,34.78,46,23.91,46,10.53,19,0.0,3,66.67,3,44.44,9,75.0,4
20260302,1,6N30cpGlP_,Ene,C,+1004,20,38,36.84,38,28.95,38,18.18,22,66.67,3,0.0,3,28.57,7,100.0,2
20260302,1,yHZrsG6l5j,sigma,C,-120,20,24,29.17,24,25.0,24,22.22,9,0.0,0,66.67,3,33.33,3,0.0,1
20260309,1,QBTw2JRIw5,Ramune,C,-4142,20,637,26.37,637,18.52,637,13.13,259,38.1,21,67.5,40,29.41,85,36.0,25
20260309,1,r1CBe6Qe79,なんでやねん,C,+1784,20,617,29.01,617,20.58,617,9.88,243,56.0,25,50.0,46,33.67,98,60.61,33
20260309,1,j_3joKfzS9,takatony,C,-5010,20,541,29.02,541,19.96,541,11.31,221,77.78,18,50.0,32,32.05,78,64.0,25
20260309,1,WeOKnoOueQ,HINANO,C,+3076,20,506,38.54,506,30.04,506,20.93,215,50.0,30,77.42,62,30.56,108,36.36,33
20260309,1,X2HiN5-cFQ,ゴン02（江戸犬）,C,+2458,20,416,28.61,416,21.88,416,9.64,166,61.54,26,56.67,30,35.85,53,68.42,19
20260309,1,g0yui9LXM4,utos,C,+5146,20,335,37.61,335,26.57,335,10.79,139,37.5,16,50.0,40,33.33,81,59.26,27
20260309,1,4_RBXVU9-k,翔斗,C,-510,20,330,17.27,330,12.73,330,6.29,143,50.0,12,81.25,16,28.57,35,70.0,10
20260309,1,MI-fYAoFiY,ゆうま,C,-2120,20,311,24.44,311,17.04,311,9.32,118,60.0,10,66.67,18,21.05,38,25.0,8
20260309,1,yEOnuJcBZo,Rabbit900,C,+1300,20,297,23.23,297,17.17,297,14.29,119,78.57,14,47.62,21,34.29,35,50.0,12
20260309,1,b7sgMo_M-5,konasho,C,+1533,20,257,26.46,257,22.96,257,7.61,92,64.29,14,57.14,21,46.67,30,64.29,14
20260309,1,nPiUhQEVMi,かいる,C,+1623,20,242,26.03,242,17.77,242,11.32,106,33.33,6,70.0,10,33.33,27,66.67,9
20260309,1,ZzPjBrJeSm,roi,C,-8905,20,241,57.26,241,31.54,241,11.22,98,20.0,20,40.62,32,40.2,102,39.02,41
20260309,1,cCFXQyltQ-,engawa,C,+563,20,220,32.73,220,21.82,220,9.52,84,60.0,10,75.0,16,44.19,43,57.89,19
20260309,1,-WgKDrZMvL,mo',C,-1561,20,209,32.54,209,24.4,209,13.7,73,44.44,9,75.0,12,14.29,21,100.0,3
20260309,1,QK8nAFN9E2,カイン,C,+545,20,209,27.27,209,13.4,209,1.33,75,66.67,9,11.11,9,41.18,34,57.14,14
20260309,1,DXrWVNkdav,TNT,C,+4895,20,203,40.39,203,28.08,203,14.81,81,75.0,8,71.43,21,31.58,38,66.67,12
20260309,1,nBDoNSY8n2,MIU,C,-1908,20,184,27.72,184,16.3,184,8.75,80,70.0,10,44.44,9,55.17,29,50.0,16
20260309,1,-R7k1ogPyi,SHINJI1223,C,+4877,20,182,29.12,182,20.88,182,5.88,68,44.44,9,63.64,11,37.04,27,80.0,10
20260309,1,DZezvMNAJy,Noram,C,-69,20,180,32.22,180,22.22,180,7.69,65,20.0,5,62.5,16,33.33,36,50.0,12
20260309,1,0c3gLD4eiE,NABO,C,-3033,20,173,29.48,173,21.39,173,15.94,69,75.0,4,58.33,12,30.43,23,28.57,7
20260309,1,m6qcHTxJhX,siruneko,C,+594,20,163,26.99,163,22.09,163,15.87,63,55.56,9,20.0,5,33.33,15,80.0,5
20260309,1,WtIP2AbI23,ノガード,C,-40,20,162,34.57,162,23.46,162,14.06,64,75.0,8,38.89,18,24.24,33,50.0,8
20260309,1,vVo9VdBVBm,するたん,C,+2301,20,150,22.67,150,16.0,150,6.45,62,50.0,4,57.14,7,36.84,19,85.71,7
20260309,1,26v7hSw7Sn,わた,C,-3882,20,150,46.67,150,34.67,150,33.33,54,16.67,12,71.43,14,23.08,39,44.44,9
20260309,1,hig4fvwo_m,とーち,C,+1748,20,141,29.08,141,20.57,141,8.77,57,71.43,7,63.64,11,23.81,21,100.0,5
20260309,1,SrJdWlcNBY,RYOTA,C,-2357,20,134,24.63,134,16.42,134,9.8,51,66.67,3,50.0,4,16.67,12,0.0,2
20260309,1,EI0h9NvLRP,いっせ,C,+930,20,131,33.59,131,21.37,131,9.09,44,37.5,8,60.0,10,34.48,29,40.0,10
20260309,1,TkMT4agdsh,alfort,C,-992,20,110,35.45,110,26.36,110,27.5,40,100.0,2,57.14,14,37.5,24,44.44,9
20260309,1,stzdogxFRA,ミナっち,C,-2551,20,103,33.98,103,21.36,103,7.32,41,66.67,3,85.71,7,54.55,22,25.0,12
20260309,1,0QyEE5Hc9o,常盤木いつき,C,-1541,20,96,21.88,96,16.67,96,4.88,41,40.0,5,66.67,6,27.27,11,66.67,3
20260309,1,mXg0a8r7as,Fuku,C,+2619,20,96,31.25,96,18.75,96,8.0,50,0.0,1,70.0,10,54.17,24,61.54,13
20260309,1,XaClitYV1x,らねおか,C,-600,20,94,26.6,94,17.02,94,6.67,45,50.0,6,62.5,8,26.32,19,40.0,5
20260309,1,bqEtnO6wX9,つー,C,+1460,20,92,29.35,92,18.48,92,6.82,44,0.0,2,33.33,9,55.0,20,63.64,11
20260309,1,byYrvu0Qdy,ElNino,C,+1434,20,91,20.88,91,12.09,91,10.42,48,0.0,0,80.0,5,63.64,11,71.43,7
20260309,1,kVKTrcl3ld,Futa,C,-381,20,72,30.56,72,23.61,72,8.33,24,100.0,3,44.44,9,14.29,14,50.0,2
20260309,1,3liBhfdN10,揚げもち,C,+1733,20,70,27.14,70,18.57,70,6.9,29,0.0,0,75.0,4,40.0,5,100.0,2
20260309,1,6N30cpGlP_,Ene,C,+3442,20,69,30.43,69,21.74,69,13.64,22,0.0,1,80.0,10,30.77,13,50.0,4
20260309,1,WjqaCs8A5o,ばどえあー,C,-501,20,68,19.12,68,14.71,68,6.06,33,66.67,3,33.33,3,0.0,7,0.0,0
20260309,1,0vKy_AgCXx,tknsn,C,-2470,20,66,30.3,66,21.21,66,4.76,21,100.0,1,0.0,5,25.0,8,0.0,2
20260309,1,sYruTEJ8Uw,Mazzo,C,+118,20,61,29.51,61,19.67,61,4.76,21,33.33,3,71.43,7,38.46,13,40.0,5
20260309,1,HZmCRZd6SG,Neku,C,+637,20,58,37.93,58,22.41,58,13.04,23,33.33,3,100.0,4,38.46,13,60.0,5
20260309,1,5v7PwEvIAz,Kay,C,+347,20,52,32.69,52,23.08,52,16.67,18,75.0,4,66.67,6,54.55,11,66.67,6
20260309,1,Xa_1dhYEV4,Lemon,C,+364,20,39,23.08,39,15.38,39,6.67,15,0.0,0,75.0,4,60.0,5,66.67,3
20260309,1,yOGROR9-hE,ワイエム,C,-3550,20,30,56.67,30,30.0,30,9.09,11,0.0,3,0.0,4,25.0,16,50.0,4
20260309,1,EN9N_Z9A78,ぼくだよ,C,+116,20,27,33.33,27,25.93,27,11.11,9,100.0,2,100.0,3,25.0,4,0.0,1
20260309,1,yHZrsG6l5j,sigma,C,-368,20,20,50.0,20,30.0,20,0.0,5,100.0,1,50.0,4,16.67,6,100.0,1
20260309,1,-qEZ1CRvSu,miki,C,+848,20,14,28.57,14,21.43,14,0.0,3,0.0,1,100.0,1,50.0,2,100.0,1
20260316,1,WeOKnoOueQ,HINANO,C,-513,20,520,35.38,520,27.5,520,10.19,206,60.0,25,43.86,57,35.79,95,44.12,34
20260316,1,j_3joKfzS9,takatony,C,-1742,20,513,25.73,513,20.08,513,7.46,201,52.63,19,60.0,30,37.7,61,69.57,23
20260316,1,yEOnuJcBZo,Rabbit900,C,-5561,20,482,15.56,482,10.37,482,7.48,214,20.0,10,45.83,24,29.17,48,57.14,14
20260316,1,-qEZ1CRvSu,miki,C,+4132,20,458,26.42,458,19.21,458,11.27,204,38.46,13,35.29,34,34.38,64,50.0,22
20260316,1,cCFXQyltQ-,engawa,C,-3333,20,440,25.23,440,16.59,440,8.56,187,61.54,13,52.63,19,43.4,53,39.13,23
20260316,1,k5rEzFp2MR,arash!,C,+2374,20,431,31.09,431,22.51,431,14.37,167,76.92,13,66.67,36,21.82,55,50.0,12
20260316,1,X2HiN5-cFQ,ゴン02（江戸犬）,C,-3244,20,389,29.56,389,22.37,389,9.43,159,64.71,17,53.85,39,31.51,73,60.87,23
20260316,1,O1ujh7Dkxd,shunta,C,-715,20,383,30.03,383,18.28,383,9.88,172,63.64,11,57.69,26,39.71,68,48.15,27
20260316,1,MqZu0oArm3,小鳥遊ひいろ,C,-214,20,369,26.56,369,18.97,369,8.21,134,66.67,12,30.77,26,34.0,50,58.82,17
20260316,1,3liBhfdN10,揚げもち,C,-2382,20,346,24.28,346,17.34,346,7.58,132,73.33,15,66.67,15,44.44,36,56.25,16
20260316,1,3FatmzAl-m,Kuni,C,+1785,20,344,42.73,344,20.93,344,12.18,156,62.5,8,71.43,28,35.92,103,45.95,37
20260316,1,tqB-r6hdq9,shunsuke11,C,+2340,20,248,33.87,248,25.81,248,17.31,104,75.0,8,52.94,17,34.38,32,72.73,11
20260316,1,uNHIhLxU5W,ゆっきーな,C,-1818,20,239,24.27,239,18.41,239,6.54,107,20.0,10,53.33,15,30.3,33,60.0,10
20260316,1,O2b7zy1-XM,SetsunaTrip,C,-1758,20,219,29.22,219,16.89,219,5.43,92,80.0,5,36.36,11,36.67,30,54.55,11
20260316,1,bqEtnO6wX9,つー,C,+727,20,213,30.05,213,23.0,213,11.96,92,66.67,9,85.71,14,20.0,30,33.33,6
20260316,1,byYrvu0Qdy,ElNino,C,+2625,20,211,32.23,211,22.27,211,7.32,82,100.0,5,80.0,10,16.67,24,75.0,4
20260316,1,b7sgMo_M-5,konasho,C,+169,20,168,27.38,168,14.88,168,5.56,72,100.0,3,36.36,11,30.43,23,71.43,7
20260316,1,WtIP2AbI23,ノガード,C,+146,20,168,30.36,168,21.43,168,14.86,74,55.56,9,14.29,7,45.0,20,66.67,9
20260316,1,DZezvMNAJy,Noram,C,+8105,20,164,32.32,164,23.17,164,8.45,71,28.57,7,40.0,20,38.24,34,69.23,13
20260316,1,EI0h9NvLRP,いっせ,C,-787,20,141,29.79,141,17.02,141,9.52,63,60.0,5,45.45,11,27.59,29,37.5,8
20260316,1,m6qcHTxJhX,siruneko,C,+1481,20,140,31.43,140,26.43,140,7.69,52,28.57,7,50.0,14,26.09,23,66.67,6
20260316,1,-R7k1ogPyi,SHINJI1223,C,+2098,20,135,37.04,135,28.15,135,15.79,57,57.14,7,54.55,11,33.33,21,85.71,7
20260316,1,nPiUhQEVMi,かいる,C,+402,20,130,26.15,130,16.92,130,2.38,42,71.43,7,85.71,7,33.33,12,25.0,4
20260316,1,hig4fvwo_m,とーち,C,+2224,20,128,24.22,128,18.75,128,9.09,55,85.71,7,66.67,6,50.0,12,50.0,6
20260316,1,EN9N_Z9A78,ぼくだよ,C,+600,20,123,33.33,123,26.83,123,22.22,45,54.55,11,46.15,13,45.0,20,66.67,9
20260316,1,DXrWVNkdav,TNT,C,-507,20,117,44.44,117,27.35,117,12.77,47,50.0,10,100.0,9,44.83,29,53.85,13
20260316,1,fyjEJaUFUd,をにぎり,C,+637,20,96,39.58,96,30.21,96,11.43,35,0.0,7,63.64,11,45.45,22,70.0,10
20260316,1,mXg0a8r7as,Fuku,C,+916,20,75,26.67,75,20.0,75,18.18,22,100.0,3,16.67,6,63.64,11,57.14,7
20260316,1,4_RBXVU9-k,翔斗,C,-613,20,73,23.29,73,17.81,73,3.7,27,50.0,4,42.86,7,40.0,10,25.0,4
20260316,1,-WgKDrZMvL,mo',C,-789,20,69,36.23,69,24.64,69,6.67,30,100.0,5,50.0,4,36.36,11,75.0,4
20260316,1,XqrTiXnRSu,APO,C,-3000,20,61,40.98,61,14.75,61,0.0,20,0.0,5,75.0,4,23.81,21,40.0,5
20260316,1,Xa_1dhYEV4,Lemon,C,+268,20,55,23.64,55,20.0,55,15.0,20,33.33,3,60.0,5,57.14,7,50.0,4
20260316,1,ZzPjBrJeSm,roi,C,-4832,20,46,52.17,46,39.13,46,26.09,23,0.0,4,85.71,7,23.53,17,25.0,4
20260316,1,kVKTrcl3ld,Futa,C,-280,20,44,34.09,44,20.45,44,10.0,20,66.67,3,33.33,3,10.0,10,0.0,1
20260316,1,5v7PwEvIAz,Kay,C,+4135,20,44,38.64,44,27.27,44,17.65,17,0.0,3,66.67,3,50.0,10,80.0,5
20260316,1,HZmCRZd6SG,Neku,C,+630,20,38,39.47,38,13.16,38,7.14,14,0.0,1,100.0,1,66.67,9,50.0,6
20260316,1,6N30cpGlP_,Ene,C,-2507,20,36,41.67,36,30.56,36,7.69,13,66.67,3,50.0,4,71.43,7,20.0,5
20260316,1,0QyEE5Hc9o,常盤木いつき,C,-1256,20,33,21.21,33,12.12,33,0.0,18,0.0,1,100.0,2,0.0,5,0.0,0
20260316,1,QK8nAFN9E2,カイン,C,+57,20,29,20.69,29,3.45,29,0.0,13,100.0,1,0.0,0,0.0,3,0.0,0
20260323,1,4kHSZklLpK,teish,C,+619,20,454,27.09,454,20.26,454,12.5,184,88.24,17,35.71,28,44.44,45,75.0,20
20260323,1,O1ujh7Dkxd,shunta,C,+2510,20,415,30.6,415,20.24,415,10.06,179,93.33,15,41.67,24,41.38,58,54.17,24
