session_date,season_id,player_id,プレイヤー,リーグ,収支,bb_size,ハンド数,VPIP,VPIP_hands,PFR,PFR_hands,3bet,3bet_hands,Fold to 3bet,Fold to 3bet_hands,CB,CB_hands,WTSD,WTSD_hands,W$SD,W$SD_hands
20260323,1,WeOKnoOueQ,HINANO,C,+4122,20,409,35.7,409,23.72,409,10.98,173,45.45,22,67.74,31,41.03,78,46.88,32
20260323,1,4_RBXVU9-k,翔斗,C,+5982,20,369,25.75,369,16.26,369,5.42,166,53.33,15,50.0,18,25.0,48,66.67,12
20260323,1,3liBhfdN10,揚げもち,C,-846,20,364,25.55,364,20.88,364,11.56,147,58.33,12,39.29,28,46.51,43,55.0,20
20260323,1,j_3joKfzS9,takatony,C,-5485,20,334,33.83,334,26.05,334,14.08,142,80.0,15,68.97,29,43.14,51,50.0,22
20260323,1,3FatmzAl-m,Kuni,C,+1587,20,324,48.15,324,27.78,324,10.87,138,33.33,27,71.43,28,38.24,102,48.72,39
20260323,1,r1CBe6Qe79,なんでやねん,C,-346,20,305,29.51,305,19.34,305,7.38,122,66.67,9,41.38,29,40.74,54,54.55,22
20260323,1,k5rEzFp2MR,arash!,C,-636,20,245,30.2,245,21.22,245,8.65,104,71.43,14,60.0,15,40.0,30,66.67,12
20260323,1,DZezvMNAJy,Noram,C,-2840,20,236,30.93,236,21.19,236,7.69,104,38.46,13,61.54,13,38.46,39,33.33,15
20260323,1,yEOnuJcBZo,Rabbit900,C,+1726,20,219,21.92,219,16.44,219,9.78,92,22.22,9,42.86,14,29.17,24,42.86,7
20260323,1,DXrWVNkdav,TNT,C,+717,20,215,47.91,215,36.28,215,18.82,85,80.0,10,78.26,23,27.5,40,54.55,11
20260323,1,6N30cpGlP_,Ene,C,-1646,20,205,26.83,205,20.49,205,9.89,91,50.0,10,28.57,14,29.63,27,25.0,8
20260323,1,X2HiN5-cFQ,ゴン02（江戸犬）,C,-2243,20,203,33.5,203,23.65,203,15.79,95,37.5,8,65.38,26,31.71,41,53.85,13
20260323,1,9kBl9X8tEm,だいすけ,C,+89,20,180,26.11,180,14.44,180,11.39,79,50.0,6,0.0,2,42.11,19,37.5,8
20260323,1,Oo-rx1G24B,GIL RAIM,C,+1545,20,180,32.78,180,18.33,180,5.56,72,0.0,5,42.86,21,47.92,48,47.83,23
20260323,1,-WgKDrZMvL,mo',C,+1761,20,153,24.18,153,17.65,153,6.15,65,62.5,8,33.33,12,47.37,19,33.33,9
20260323,1,WtIP2AbI23,ノガード,C,-2583,20,150,34.67,150,22.0,150,13.46,52,66.67,6,46.15,13,48.28,29,50.0,14
20260323,1,byYrvu0Qdy,ElNino,C,-86,20,147,31.29,147,22.45,147,9.62,52,42.86,7,50.0,12,44.0,25,63.64,11
20260323,1,EI0h9NvLRP,いっせ,C,+291,20,145,34.48,145,21.38,145,13.33,60,25.0,4,93.75,16,26.47,34,44.44,9
20260323,1,m6qcHTxJhX,siruneko,C,-1027,20,142,19.01,142,14.08,142,8.7,69,75.0,4,40.0,5,41.67,12,60.0,5
20260323,1,SrJdWlcNBY,RYOTA,C,-2885,20,134,26.12,134,18.66,134,8.33,60,66.67,9,75.0,4,21.43,14,66.67,3
20260323,1,bqEtnO6wX9,つー,C,+1545,20,133,33.83,133,21.8,133,3.64,55,100.0,3,61.54,13,29.17,24,71.43,7
20260323,1,26v7hSw7Sn,わた,C,-2029,20,122,57.38,122,47.54,122,36.73,49,18.18,11,78.95,19,39.39,33,30.77,13
20260323,1,vVo9VdBVBm,するたん,C,+3657,20,120,30.0,120,23.33,120,11.11,45,85.71,7,42.86,14,52.63,19,90.0,10
20260323,1,5v7PwEvIAz,Kay,C,-3049,20,113,24.78,113,15.04,113,4.26,47,50.0,2,37.5,8,26.32,19,60.0,5
20260323,1,HZmCRZd6SG,Neku,C,-374,20,110,40.91,110,26.36,110,10.42,48,100.0,4,90.0,10,30.43,23,42.86,7
20260323,1,9zseyWfctH,池田,C,+716,20,110,36.36,110,29.09,110,21.05,38,100.0,5,53.33,15,36.36,22,62.5,8
20260323,1,ZzPjBrJeSm,roi,C,-16,20,102,48.04,102,36.27,102,10.81,37,60.0,5,63.64,11,38.1,21,25.0,8
20260323,1,D0RgrTLvZk,Yu.,C,+4275,20,99,33.33,99,24.24,99,10.53,38,66.67,3,42.86,7,40.0,15,83.33,6
20260323,1,hig4fvwo_m,とーち,C,-861,20,98,20.41,98,15.31,98,2.17,46,0.0,1,71.43,7,21.43,14,0.0,3
20260323,1,Oc04ITRF7i,waho,C,-246,20,98,22.45,98,17.35,98,8.7,46,50.0,4,50.0,4,18.18,11,50.0,2
20260323,1,rhUBwDuHCf,konishi,C,-4225,20,94,40.43,94,26.6,94,11.43,35,20.0,5,50.0,8,33.33,18,50.0,6
20260323,1,QK8nAFN9E2,カイン,C,+946,20,92,28.26,92,16.3,92,10.87,46,100.0,1,42.86,7,53.33,15,62.5,8
20260323,1,cS0TbNKfbn,Takatobi,C,+598,20,87,36.78,87,27.59,87,11.43,35,100.0,6,28.57,7,28.57,14,25.0,4
20260323,1,mXg0a8r7as,Fuku,C,+2030,20,78,25.64,78,14.1,78,11.11,27,100.0,1,50.0,4,71.43,7,60.0,5
20260323,1,TkMT4agdsh,alfort,C,+1799,20,74,29.73,74,16.22,74,2.94,34,71.43,7,100.0,2,61.54,13,87.5,8
20260323,1,WjqaCs8A5o,ばどえあー,C,+528,20,64,29.69,64,20.31,64,9.09,22,0.0,2,20.0,5,71.43,7,40.0,5
20260323,1,stzdogxFRA,ミナっち,C,-2666,20,49,36.73,49,18.37,49,8.7,23,0.0,0,100.0,3,50.0,10,40.0,5
20260323,1,uNHIhLxU5W,ゆっきーな,C,-110,20,38,21.05,38,18.42,38,10.0,20,0.0,1,50.0,2,0.0,3,0.0,0
20260323,1,g0yui9LXM4,utos,C,-44,20,18,33.33,18,22.22,18,0.0,8,0.0,0,0.0,3,60.0,5,33.33,3
20260323,1,vdNIJNJGUU,すとふぁ,C,-2800,20,9,55.56,9,33.33,9,20.0,5,0.0,0,100.0,2,25.0,4,0.0,1
20260330,1,6N30cpGlP_,Ene,C,-943,20,885,33.56,885,23.05,885,11.43,385,43.24,37,57.97,69,29.86,144,53.49,43
20260330,1,4_RBXVU9-k,翔斗,C,+561,20,575,26.26,575,20.0,575,6.06,231,59.09,22,45.24,42,17.81,73,53.85,13
20260330,1,DZezvMNAJy,Noram,C,+3701,20,542,34.87,542,23.99,542,7.21,222,65.38,26,59.57,47,32.35,102,63.64,33
20260330,1,yokMVzYG_q,AontheRiver,C,-725,20,512,28.91,512,20.51,512,11.4,228,65.0,20,56.76,37,30.99,71,59.09,22
20260330,1,r1CBe6Qe79,なんでやねん,C,+1766,20,507,39.25,507,27.42,507,12.18,197,70.97,31,47.62,42,41.18,102,64.29,42
20260330,1,cCFXQyltQ-,engawa,C,+1052,20,408,29.9,408,19.61,408,9.83,173,66.67,15,56.52,23,28.79,66,42.11,19
20260330,1,yEOnuJcBZo,Rabbit900,C,+973,20,402,27.11,402,18.91,402,13.64,176,38.89,18,56.25,32,22.58,62,64.29,14
20260330,1,X2HiN5-cFQ,ゴン02（江戸犬）,C,-2092,20,363,33.88,363,24.52,363,14.38,153,73.33,15,46.43,28,24.59,61,46.67,15
20260330,1,hig4fvwo_m,とーち,C,-2038,20,319,28.21,319,19.12,319,8.66,127,60.0,10,53.85,26,31.91,47,33.33,15
20260330,1,O1ujh7Dkxd,shunta,C,-4435,20,286,30.07,286,18.18,286,8.94,123,66.67,12,23.53,17,28.57,49,50.0,14
20260330,1,WtIP2AbI23,ノガード,C,-2234,20,241,34.85,241,23.65,241,13.73,102,66.67,3,52.38,21,35.0,40,42.86,14
20260330,1,bqEtnO6wX9,つー,C,+1280,20,237,34.6,237,22.36,237,11.65,103,76.92,13,58.82,17,48.89,45,40.91,22
20260330,1,vdNIJNJGUU,すとふぁ,C,-5524,20,229,25.33,229,17.03,229,7.07,99,37.5,8,57.14,14,39.29,28,27.27,11
20260330,1,-WgKDrZMvL,mo',C,+309,20,194,28.35,194,19.07,194,8.33,84,83.33,6,25.0,12,25.0,24,50.0,6
20260330,1,mXg0a8r7as,Fuku,C,+1428,20,148,35.81,148,20.95,148,3.17,63,80.0,5,12.5,8,50.0,30,73.33,15
20260330,1,k5rEzFp2MR,arash!,C,+5281,20,136,26.47,136,19.12,136,10.94,64,75.0,4,50.0,12,31.58,19,50.0,6
20260330,1,DXrWVNkdav,TNT,C,+2566,20,128,39.84,128,29.69,128,14.0,50,66.67,6,60.0,15,26.92,26,71.43,7
20260330,1,nPiUhQEVMi,かいる,C,+2906,20,116,26.72,116,18.1,116,11.36,44,40.0,5,25.0,4,43.75,16,42.86,7
20260330,1,SrJdWlcNBY,RYOTA,C,+594,20,108,28.7,108,18.52,108,7.55,53,50.0,6,44.44,9,22.73,22,60.0,5
20260330,1,EI0h9NvLRP,いっせ,C,-175,20,106,36.79,106,22.64,106,12.82,39,80.0,5,40.0,5,11.76,17,50.0,2
20260330,1,cS0TbNKfbn,Takatobi,C,-1147,20,105,39.05,105,24.76,105,3.85,52,100.0,4,66.67,9,40.0,20,25.0,8
20260330,1,-qEZ1CRvSu,miki,C,-965,20,92,30.43,92,20.65,92,14.71,34,0.0,3,16.67,6,42.86,14,66.67,6
20260330,1,O2b7zy1-XM,SetsunaTrip,C,+498,20,89,29.21,89,23.6,89,5.56,36,66.67,3,55.56,9,50.0,12,50.0,6
20260330,1,5v7PwEvIAz,Kay,C,-2258,20,88,31.82,88,21.59,88,2.5,40,66.67,6,33.33,6,43.75,16,71.43,7
20260330,1,TkMT4agdsh,alfort,C,+3820,20,68,27.94,68,19.12,68,6.45,31,50.0,2,71.43,7,41.67,12,60.0,5
20260330,1,kVKTrcl3ld,Futa,C,-105,20,50,28.0,50,16.0,50,10.0,20,0.0,2,33.33,3,25.0,8,50.0,2
20260330,1,g0yui9LXM4,utos,C,-3000,20,46,43.48,46,32.61,46,12.5,16,100.0,1,57.14,7,20.0,10,50.0,2
20260330,1,QK8nAFN9E2,カイン,C,-955,20,45,40.0,45,22.22,45,7.69,26,0.0,0,33.33,6,30.77,13,25.0,4
20260330,1,ZzPjBrJeSm,roi,C,-3000,20,44,34.09,44,25.0,44,14.29,21,50.0,2,66.67,3,57.14,7,50.0,4
20260330,1,HZmCRZd6SG,Neku,C,-586,20,33,27.27,33,15.15,33,0.0,11,0.0,1,33.33,3,25.0,8,0.0,2
20260330,1,wO4Vw2dQ8t,イナズマKすけ,C,+475,20,28,32.14,28,21.43,28,11.11,9,0.0,0,50.0,4,20.0,5,100.0,1
20260413,2,j_3joKfzS9,takatony,B,+1200.2,20,677,19.94,677,14.92,677,13.04,184,66.67,33,62.96,27,28.77,73,52.38,21
20260413,2,X2HiN5-cFQ,ゴン02（江戸犬）,C,-528.8,20,674,22.4,674,18.1,674,9.6,198,55.0,20,58.7,46,38.82,85,51.52,33
20260413,2,QBTw2JRIw5,Ramune,B,+2093.8,20,632,21.04,632,16.3,632,12.74,157,61.9,21,47.73,44,33.33,81,51.85,27
20260413,2,r1CBe6Qe79,なんでやねん,B,-2394.2,20,572,24.48,572,18.36,572,17.42,178,87.5,24,37.14,35,40.54,74,43.33,30
20260413,2,byYrvu0Qdy,ElNino,B,+5028,20,569,23.2,569,17.22,569,18.35,158,41.18,17,61.54,39,39.24,79,51.61,31
20260413,2,Kyu60mEERY,Sabosuke,C,-1665,20,562,22.42,562,19.04,562,14.18,134,67.74,31,44.83,29,29.41,51,46.67,15
20260413,2,yEOnuJcBZo,Rabbit900,B,-10374.2,20,550,23.82,550,18.36,550,18.12,138,45.0,20,56.41,39,39.19,74,31.03,29
20260413,2,b7sgMo_M-5,konasho,B,-1755.4,20,525,21.9,525,16.76,525,10.53,190,77.14,35,60.0,20,36.0,50,16.67,18
20260413,2,-QE9uKlHEU,kenyu,C,-25.2,20,494,27.94,494,16.4,494,12.96,108,26.32,19,80.0,30,35.11,94,54.55,33
20260413,2,nPiUhQEVMi,かいる,B,+1014.6,20,482,21.16,482,16.6,482,12.5,128,37.5,16,70.97,31,43.33,60,53.85,26
20260413,2,DXrWVNkdav,TNT,B,-3463.8,20,462,40.26,462,28.35,462,20.0,155,57.69,26,69.77,43,37.74,106,60.0,40
20260413,2,-R7k1ogPyi,SHINJI1223,B,+5465.2,20,452,26.55,452,23.23,452,19.12,136,55.56,18,70.45,44,44.78,67,60.0,30
20260413,2,YkRLv6Nf7r,27,C,-6901.6,20,422,24.88,422,20.62,422,14.41,111,73.91,23,56.52,23,44.68,47,57.14,21
20260413,2,WtIP2AbI23,ノガード,C,+472.2,20,418,18.66,418,15.31,418,10.85,129,100.0,13,47.62,21,22.22,36,62.5,8
20260413,2,EI0h9NvLRP,いっせ,B,+1846.8,20,412,23.54,412,18.45,412,15.84,101,63.16,19,46.15,26,33.96,53,55.56,18
20260413,2,rhUBwDuHCf,konishi,B,-3588.2,20,398,20.1,398,15.08,398,13.64,110,57.14,7,56.52,23,45.65,46,47.62,21
20260413,2,GtqOGZOqIV,粗茶,C,-671,20,387,21.19,387,16.54,387,9.28,97,60.0,20,62.96,27,36.96,46,52.94,17
20260413,2,5c5ab738-0853-445d-8cfa-e5489e42a203,jin,C,+2365.8,20,385,30.65,385,22.6,385,14.66,116,25.93,27,61.11,18,41.43,70,48.28,29
20260413,2,hig4fvwo_m,とーち,C,-530.6,20,358,25.14,358,19.27,358,10.71,112,65.22,23,61.11,18,28.89,45,61.54,13
20260413,2,SrJdWlcNBY,RYOTA,C,-1114.4,20,337,18.1,337,13.06,337,11.9,84,77.78,9,33.33,12,29.03,31,44.44,9
20260413,2,ZzPjBrJeSm,roi,C,-5133.4,20,330,25.45,330,19.39,330,17.5,120,46.15,13,66.67,30,57.63,59,38.24,34
20260413,2,WeOKnoOueQ,HINANO,B,+3090.4,20,329,27.96,329,22.8,329,24.73,93,68.18,22,71.43,28,44.23,52,60.87,23
20260413,2,69a63a1b-d32c-4594-bdef-5fd660661444,sultan.,C,-1222.8,20,322,22.67,322,18.01,322,10.64,94,50.0,10,73.91,23,43.9,41,50.0,18
20260413,2,g0yui9LXM4,utos,B,-6032.8,20,322,31.68,322,24.53,322,19.19,99,57.14,14,48.0,25,35.85,53,31.58,19
20260413,2,bqEtnO6wX9,つー,C,+3702.2,20,285,24.91,285,17.19,285,10.0,100,18.18,11,53.33,15,44.19,43,52.63,19
20260413,2,wO4Vw2dQ8t,イナズマKすけ,C,-564.4,20,276,22.1,276,18.84,276,18.18,77,75.0,12,17.65,17,48.28,29,57.14,14
20260413,2,mXg0a8r7as,Fuku,B,-958,20,266,22.93,266,17.29,266,26.67,60,50.0,6,42.86,14,26.67,30,50.0,8
20260413,2,WjqaCs8A5o,ばどえあー,B,-291.2,20,251,20.32,251,15.14,251,7.23,83,66.67,6,35.29,17,29.03,31,66.67,9
20260413,2,TkMT4agdsh,alfort,C,-2584.4,20,239,25.1,239,20.08,239,20.0,70,22.22,9,60.0,20,48.65,37,50.0,18
20260413,2,cS0TbNKfbn,Takatobi,C,+3501.2,20,225,27.56,225,23.56,225,22.41,58,69.23,13,52.63,19,41.94,31,53.85,13
20260413,2,6weTfFBYpF,ほたるいか,C,+927.6,20,174,17.82,174,14.94,174,19.44,36,71.43,7,61.54,13,38.89,18,71.43,7
20260413,2,4d81b2a2-661e-469e-aa93-f16655f79215,N_ene,C,-1652,20,159,44.65,159,39.62,159,40.48,42,72.22,18,47.62,21,54.05,37,50.0,20
20260413,2,7n59-giX1P,るも,C,+2310.4,20,155,22.58,155,20.65,155,20.45,44,100.0,5,36.36,11,21.43,14,66.67,3
20260413,2,30a66b4c-40ef-4b06-997f-d6699c7f4abf,reene,C,+3722,20,137,38.69,137,35.04,137,31.91,47,36.36,11,75.0,20,28.57,28,50.0,8
20260413,2,nBDoNSY8n2,MIU,C,+308.8,20,113,20.35,113,15.04,113,13.89,36,0.0,2,71.43,7,40.0,15,33.33,6
20260413,2,kVKTrcl3ld,Futa,B,-1758.8,20,75,26.67,75,21.33,75,8.33,24,33.33,3,33.33,6,41.67,12,0.0,5
20260413,2,yOGROR9-hE,ワイエム,C,+156.6,20,74,45.95,74,12.16,74,3.85,26,25.0,4,0.0,2,53.57,28,40.0,15
20260413,2,t7MdS6sSCT,satoru,C,-152.2,20,57,28.07,57,19.3,57,15.38,13,0.0,1,60.0,5,36.36,11,50.0,4
20260413,2,s_7Utr4tDi,それいゆ るな,C,+192,20,47,36.17,47,19.15,47,9.09,11,100.0,1,0.0,3,20.0,10,50.0,2
20260413,2,Oc04ITRF7i,waho,C,-1374,20,27,18.52,27,11.11,27,16.67,6,100.0,1,100.0,2,0.0,4,0.0,0
20260413,2,XaClitYV1x,らねおか,B,+375.4,20,21,19.05,21,19.05,21,0.0,2,0.0,0,50.0,2,100.0,2,100.0,2
20260413,2,EN9N_Z9A78,ぼくだよ,C,-401.8,20,12,41.67,12,33.33,12,25.0,4,0.0,0,0.0,0,0.0,2,0.0,0
20260413,2,O1ujh7Dkxd,shunta,C,-100,20,7,14.29,7,0.0,7,0.0,5,0.0,0,0.0,0,0.0,1,0.0,0
20260420,2,b40c0fb4-0d63-4842-b999-25a9cffc7b79,揚げもっちー２,C,-5432.8,20,540,20.37,540,16.48,540,16.56,151,61.9,21,53.57,28,26.79,56,33.33,15
20260420,2,X2HiN5-cFQ,ゴン02（江戸犬）,C,+6991.6,20,527,17.46,527,14.61,527,10.59,170,56.0,25,64.29,28,39.62,53,66.67,21
20260420,2,byYrvu0Qdy,ElNino,B,-2092.6,20,509,22.59,509,19.25,509,16.79,131,52.17,23,68.57,35,42.37,59,44.0,25
20260420,2,Sc5KlYAPzP,mo’,C,+1116.8,20,448,22.54,448,18.3,448,16.53,121,46.67,15,44.83,29,28.85,52,26.67,15
20260420,2,r1CBe6Qe79,なんでやねん,B,+3129.4,20,448,23.88,448,18.75,448,11.61,112,86.36,22,53.33,30,38.18,55,61.9,21
20260420,2,DZezvMNAJy,Noram,B,-4949.4,20,436,26.15,436,19.27,436,14.29,105,52.38,21,41.94,31,28.17,71,40.0,20
20260420,2,k5rEzFp2MR,arash!,B,+1557.4,20,355,24.51,355,20.56,355,13.41,82,55.56,18,53.57,28,32.61,46,40.0,15
20260420,2,DXrWVNkdav,TNT,B,+441.6,20,352,34.66,352,25.57,352,26.88,93,40.0,15,62.5,32,49.3,71,57.14,35
20260420,2,vdNIJNJGUU,すとふぁ,C,+7026.6,20,351,23.65,351,19.37,351,23.08,78,75.0,8,50.0,28,41.3,46,42.11,19
20260420,2,bqEtnO6wX9,つー,C,+3368.8,20,350,22.57,350,17.14,350,6.86,102,60.0,15,56.25,16,35.0,40,50.0,14
20260420,2,Oo-rx1G24B,GIL RAIM,C,-1779.8,20,345,26.67,345,15.65,345,11.22,98,25.0,8,38.89,18,37.1,62,60.87,23
20260420,2,WtIP2AbI23,ノガード,C,+2954.4,20,334,21.86,334,19.16,334,8.04,112,66.67,18,38.89,18,28.57,28,62.5,8
20260420,2,hig4fvwo_m,とーち,C,-3976.4,20,332,24.7,332,19.28,332,16.16,99,75.0,12,59.09,22,31.82,44,50.0,14
20260420,2,j_3joKfzS9,takatony,B,+200.4,20,321,21.81,321,17.13,321,11.22,98,66.67,15,64.71,17,50.0,36,38.89,18
20260420,2,b7sgMo_M-5,konasho,B,+1358.2,20,292,22.26,292,17.47,292,12.5,104,87.5,8,61.11,18,30.3,33,70.0,10
20260420,2,4d81b2a2-661e-469e-aa93-f16655f79215,N_ene,C,-6531.4,20,256,44.92,256,39.06,256,25.93,81,60.0,20,72.97,37,45.61,57,42.31,26
20260420,2,5c5ab738-0853-445d-8cfa-e5489e42a203,jin,C,-3380.2,20,228,32.02,228,25.44,228,34.09,44,15.38,13,66.67,18,40.0,40,31.25,16
20260420,2,nPiUhQEVMi,かいる,B,-1180,20,225,28.89,225,18.67,225,10.81,74,75.0,4,57.89,19,18.6,43,50.0,8
20260420,2,g0yui9LXM4,utos,B,+3278.6,20,218,26.61,218,20.18,218,17.11,76,40.0,10,69.23,13,46.67,30,42.86,14
20260420,2,4kHSZklLpK,teish,C,-1870.2,20,175,16.57,175,13.14,175,9.62,52,33.33,3,20.0,5,63.64,11,42.86,7
20260420,2,rhUBwDuHCf,konishi,B,-5024.8,20,168,18.45,168,14.29,168,9.76,41,25.0,8,80.0,5,62.5,16,20.0,10
20260420,2,UHNPbgw1ue,okbokujo,C,+1484.4,20,167,25.15,167,16.77,167,14.86,74,60.0,5,71.43,7,18.18,22,75.0,4
20260420,2,WjqaCs8A5o,ばどえあー,B,-2517.2,20,151,21.19,151,16.56,151,9.3,43,100.0,8,50.0,12,15.79,19,66.67,3
20260420,2,ZzPjBrJeSm,roi,C,-1851.6,20,142,19.01,142,11.27,142,8.62,58,66.67,3,60.0,5,43.75,16,42.86,7
20260420,2,mXg0a8r7as,Fuku,B,-921.4,20,136,29.41,136,22.06,136,31.03,29,66.67,3,66.67,12,33.33,24,62.5,8
20260420,2,iBhJbKViQ_,おかピー,C,+1381.2,20,121,23.97,121,19.83,121,8.82,34,33.33,6,36.36,11,23.53,17,50.0,4
20260420,2,yOGROR9-hE,ワイエム,C,-2491.8,20,99,53.54,99,17.17,99,2.56,39,0.0,6,0.0,4,50.0,46,43.48,23
20260420,2,cS0TbNKfbn,Takatobi,C,+39.8,20,91,20.88,91,15.38,91,15.79,19,50.0,4,50.0,6,50.0,12,66.67,6
20260420,2,WeOKnoOueQ,HINANO,B,+704,20,84,26.19,84,17.86,84,14.29,21,100.0,5,50.0,4,27.27,11,66.67,3
20260420,2,wO4Vw2dQ8t,イナズマKすけ,C,-2814.8,20,66,16.67,66,15.15,66,9.09,22,0.0,0,80.0,5,50.0,6,33.33,3
20260420,2,GtqOGZOqIV,粗茶,C,+69.2,20,46,32.61,46,21.74,46,10.0,20,0.0,0,40.0,5,40.0,10,50.0,4
20260420,2,yHZrsG6l5j,sigma,C,+292.4,20,35,28.57,35,25.71,35,16.67,12,100.0,1,100.0,3,50.0,4,100.0,2
20260420,2,EI0h9NvLRP,いっせ,B,+63.2,20,19,15.79,19,15.79,19,0.0,5,100.0,1,100.0,1,0.0,1,0.0,0
20260420,2,TkMT4agdsh,alfort,C,+2.6,20,18,16.67,18,16.67,18,12.5,8,0.0,0,50.0,2,33.33,3,100.0,1
20260420,2,QBTw2JRIw5,Ramune,B,+10.2,20,13,23.08,13,15.38,13,0.0,4,0.0,0,100.0,2,0.0,3,0.0,0
